person_age,person_gender,person_education,person_income,person_employment_experience,person_home_ownership,loan_amount,loan_intent,loan_interest_rate,credit_history_length,credit_score,previous_loan_defaults,loan_status
24,male,bachelor,35829.0,0,rent,6000.0,medical,12.97,2.0,623,no,0
22,male,high_school,28585.0,0,rent,4842.0,education,13.52,4.0,658,yes,0
25,male,associate,47252.0,1,rent,5670.0,personal,6.37,3.0,615,yes,0
37,female,high_school,76321.0,11,rent,5534.0,home_improvement,7.84,10.0,703,no,0
25,female,high_school,73237.0,4,mortgage,4000.0,personal,12.43,2.0,617,yes,0
32,female,associate,60768.0,9,rent,3600.0,medical,11.77,6.0,524,yes,0
29,male,high_school,89379.0,7,rent,8885.0,education,15.95,9.0,666,yes,0
22,male,associate,129448.0,3,rent,10000.0,venture,7.23,4.0,671,yes,0
24,female,master,63050.0,2,rent,4000.0,debt_consolidation,9.98,3.0,618,no,0
25,male,bachelor,35360.0,4,rent,3000.0,venture,11.04,3.0,539,yes,0
23,female,high_school,87407.0,4,mortgage,12000.0,personal,7.11,4.0,599,yes,0
31,male,associate,144942.0,8,mortgage,22500.0,education,9.44,7.0,609,no,0
24,female,associate,100799.0,3,mortgage,3884.0,personal,7.15,5.0,615,no,0
29,male,associate,56278.0,4,mortgage,6000.0,personal,11.03,8.0,642,yes,0
34,male,high_school,91823.0,9,mortgage,10000.0,debt_consolidation,7.05,9.0,638,no,0
37,female,bachelor,61190.0,13,rent,15000.0,home_improvement,12.23,12.0,708,yes,0
24,male,master,162994.25,3,mortgage,8772.0,personal,9.91,3.0,690,no,0
28,male,high_school,78428.0,8,rent,5000.0,personal,7.05,8.0,672,no,0
24,female,high_school,82271.0,1,rent,10000.0,debt_consolidation,16.02,2.0,651,no,0
29,male,doctorate,58358.0,7,mortgage,17338.0,home_improvement,13.53,5.0,630,yes,0
33,female,bachelor,115120.0,14,mortgage,12000.0,debt_consolidation,9.79,8.0,723,yes,0
25,male,master,42957.0,4,rent,1000.0,venture,13.08,3.0,699,no,0
32,male,bachelor,73358.0,8,mortgage,6000.0,medical,6.62,6.0,686,yes,0
31,male,high_school,162994.25,8,mortgage,7105.0,debt_consolidation,13.36,7.0,648,yes,0
38,male,associate,103038.0,16,mortgage,10000.0,education,10.09,13.0,656,yes,0
27,male,doctorate,31427.0,3,rent,3685.0,debt_consolidation,9.67,8.0,586,no,0
26,male,high_school,128197.0,2,mortgage,5000.0,debt_consolidation,11.1,5.0,585,yes,0
29,male,master,152334.0,8,mortgage,6879.0,venture,14.77,6.0,651,no,0
32,male,bachelor,96963.0,10,mortgage,15000.0,medical,9.65,10.0,695,no,0
25,female,associate,157355.0,6,mortgage,2691.0,medical,5.91,3.0,659,no,0
25,female,bachelor,96673.0,2,mortgage,7000.0,personal,10.8,2.0,669,yes,0
24,male,associate,84736.0,5,mortgage,16000.0,education,13.86,4.0,654,no,0
27,female,bachelor,129916.0,2,mortgage,20000.0,home_improvement,12.68,5.0,620,yes,0
31,female,high_school,70647.0,7,own,6420.0,venture,7.51,8.0,631,yes,0
31,male,bachelor,28422.0,10,rent,4065.0,medical,11.19,7.0,700,no,0
24,female,associate,115238.0,1,rent,12000.0,debt_consolidation,11.37,4.0,570,yes,0
36,female,high_school,162994.25,9,mortgage,10000.0,education,10.34,13.0,610,no,0
28,female,associate,102080.0,3,mortgage,22500.0,venture,14.65,7.0,620,yes,0
24,female,master,84762.0,0,rent,10000.0,education,8.66,4.0,675,no,0
22,female,bachelor,62285.0,0,mortgage,7971.0,personal,9.58,3.0,595,yes,0
33,female,bachelor,41318.0,12,rent,6000.0,education,10.99,9.0,596,yes,0
27,male,associate,116184.0,3,mortgage,22500.0,education,11.15,6.0,605,yes,0
26,male,bachelor,162994.25,4,mortgage,20000.0,personal,9.3,5.0,592,no,0
26,female,bachelor,33043.0,4,own,7378.0,medical,11.74,6.0,554,yes,0
25,male,bachelor,55229.0,2,mortgage,7500.0,education,8.32,3.0,578,yes,0
23,male,associate,47087.0,0,rent,3556.0,debt_consolidation,13.78,3.0,524,yes,0
24,male,bachelor,102939.0,1,mortgage,7000.0,debt_consolidation,9.05,3.0,680,no,0
28,male,high_school,61285.0,5,rent,9000.0,medical,11.01,7.0,638,no,0
23,female,high_school,51106.0,0,own,12000.0,education,12.79,4.0,634,no,0
25,female,high_school,46764.0,0,mortgage,15808.0,medical,11.38,3.0,576,yes,0
25,male,bachelor,96873.0,2,rent,10000.0,education,9.13,4.0,656,no,0
24,male,high_school,37039.0,3,rent,8000.0,medical,13.13,3.0,566,yes,0
22,male,high_school,121073.0,3,rent,10000.0,education,10.69,3.0,676,no,0
33,male,bachelor,51502.0,8,rent,5000.0,medical,6.37,9.0,595,yes,0
28,male,associate,56090.0,4,rent,2452.0,education,8.37,7.0,586,yes,0
27,male,bachelor,33537.0,0,mortgage,3000.0,venture,5.79,5.0,683,yes,0
25,female,master,57282.0,2,rent,8500.0,venture,9.56,4.0,611,no,0
25,male,associate,48689.0,4,mortgage,12947.0,education,7.91,5.0,658,yes,0
31,male,associate,145365.0,8,mortgage,20000.0,personal,12.48,8.0,680,yes,0
26,male,master,133085.0,1,mortgage,18000.0,debt_consolidation,10.9,5.0,661,yes,0
37,male,high_school,99227.0,12,rent,5000.0,personal,8.8,10.0,659,yes,0
26,female,associate,56894.0,6,mortgage,12518.0,medical,11.9,3.0,596,yes,0
25,female,bachelor,109212.0,2,rent,10000.0,home_improvement,12.17,4.0,699,yes,0
26,male,associate,94194.0,2,mortgage,13530.0,home_improvement,12.76,2.0,625,no,0
25,female,bachelor,61964.0,6,rent,1800.0,personal,15.22,4.0,686,yes,0
31,male,high_school,162994.25,8,mortgage,8000.0,personal,12.49,10.0,631,yes,0
36,male,associate,62258.0,13,mortgage,12000.0,debt_consolidation,10.35,13.0,681,yes,0
24,male,bachelor,87367.0,5,rent,7000.0,personal,7.98,2.0,682,no,0
24,male,high_school,35702.0,3,rent,5500.0,debt_consolidation,11.09,3.0,545,yes,0
26,male,associate,60913.0,3,mortgage,5386.0,debt_consolidation,9.72,2.0,587,yes,0
23,female,high_school,61036.0,0,rent,6000.0,medical,11.37,3.0,573,no,0
27,male,associate,47336.0,5,mortgage,7000.0,home_improvement,7.89,6.0,662,no,0
28,female,bachelor,72907.0,4,mortgage,6000.0,personal,11.25,10.0,655,yes,0
28,female,associate,64784.0,5,mortgage,7000.0,personal,10.46,9.0,635,yes,0
31,female,bachelor,109625.0,5,mortgage,18000.0,medical,11.0,10.0,581,yes,0
24,male,bachelor,109100.0,1,rent,15000.0,home_improvement,16.45,4.0,602,yes,0
32,male,master,87019.0,9,mortgage,4000.0,home_improvement,10.17,6.0,672,no,0
23,female,high_school,49463.0,0,mortgage,7500.0,personal,6.8,3.0,498,yes,0
35,female,associate,87315.0,16,mortgage,12810.0,home_improvement,6.64,10.0,577,yes,0
31,female,bachelor,74516.0,11,mortgage,2013.0,personal,7.74,8.0,735,yes,0
38,male,high_school,64745.0,16,rent,4476.0,home_improvement,6.68,13.0,561,yes,0
35,male,high_school,95223.0,6,mortgage,22500.0,venture,17.33,8.0,566,yes,0
23,female,associate,110187.0,0,mortgage,12000.0,medical,11.74,3.0,616,yes,0
29,male,bachelor,135349.0,5,rent,6000.0,debt_consolidation,11.06,9.0,560,yes,0
27,female,associate,50262.0,4,mortgage,10000.0,home_improvement,10.19,8.0,607,no,0
26,female,associate,85201.0,5,mortgage,22500.0,personal,10.64,4.0,614,yes,0
25,male,high_school,24894.0,3,rent,3500.0,medical,10.28,3.0,622,no,0
21,female,bachelor,55336.0,0,rent,10000.0,education,7.05,4.0,612,yes,0
24,female,high_school,120854.0,3,mortgage,10000.0,personal,6.69,3.0,577,yes,0
38,male,high_school,43205.0,16,rent,10000.0,debt_consolidation,12.23,13.0,657,yes,0
25,male,associate,62963.0,4,rent,6262.0,medical,6.61,4.0,634,no,0
23,male,high_school,60883.0,0,mortgage,1000.0,personal,9.93,3.0,610,yes,0
25,male,associate,120999.0,3,mortgage,7500.0,debt_consolidation,13.18,4.0,539,yes,0
35,male,high_school,42877.0,11,rent,8000.0,education,7.85,8.0,667,no,0
25,female,master,93663.0,4,mortgage,6101.0,medical,7.98,4.0,693,no,0
26,male,high_school,96786.0,2,rent,15000.0,education,9.2,3.0,613,yes,0
23,male,master,35911.0,0,rent,5000.0,education,12.35,3.0,631,no,0
38,male,bachelor,101700.0,15,mortgage,9888.0,debt_consolidation,7.86,13.0,673,yes,0
25,male,bachelor,75321.0,4,mortgage,20000.0,education,10.8,4.0,623,yes,0
37,male,master,89592.0,16,mortgage,7172.0,medical,6.62,10.0,714,no,0
28,male,associate,149194.0,2,rent,6500.0,debt_consolidation,9.4,8.0,636,yes,0
23,male,bachelor,34445.0,0,rent,4000.0,education,9.34,3.0,671,yes,0
36,female,bachelor,162994.25,14,mortgage,10000.0,debt_consolidation,14.44,10.0,644,no,0
24,female,associate,84986.0,0,mortgage,13969.0,debt_consolidation,11.68,3.0,698,no,0
25,male,associate,162994.25,0,mortgage,20356.0,personal,13.75,3.0,675,yes,0
37,female,associate,35651.0,16,rent,8000.0,medical,11.02,13.0,634,yes,0
26,female,associate,61049.0,2,mortgage,5000.0,personal,9.32,2.0,633,yes,0
27,male,high_school,49878.0,3,rent,5000.0,personal,11.67,5.0,562,yes,0
38,female,bachelor,66230.0,16,rent,4500.0,personal,11.46,13.0,611,yes,0
25,male,associate,52773.0,0,rent,4000.0,education,12.92,4.0,690,yes,0
25,male,bachelor,65323.0,4,mortgage,15000.0,education,7.89,3.0,662,yes,0
30,male,bachelor,52826.0,2,mortgage,11370.0,debt_consolidation,9.07,6.0,697,no,0
34,male,bachelor,44259.0,8,own,15000.0,venture,7.3,11.0,700,no,0
25,male,associate,144992.0,5,mortgage,10000.0,education,10.75,3.0,676,no,0
22,female,high_school,70567.0,0,rent,10000.0,education,6.65,3.0,587,yes,0
31,male,associate,48988.0,8,rent,3600.0,medical,8.52,10.0,658,yes,0
25,female,associate,59544.0,6,mortgage,2039.0,medical,11.98,2.0,587,yes,0
27,male,high_school,78796.0,2,rent,3500.0,education,11.62,8.0,516,yes,0
26,male,associate,118590.0,2,mortgage,1977.0,debt_consolidation,8.29,3.0,676,no,0
30,female,bachelor,42646.0,4,mortgage,22500.0,home_improvement,10.09,10.0,584,yes,0
27,male,associate,66699.0,6,rent,8000.0,education,12.62,6.0,675,yes,0
24,female,bachelor,44250.0,2,rent,1200.0,medical,13.28,5.0,632,no,0
25,female,bachelor,41432.0,6,rent,1877.0,debt_consolidation,8.85,4.0,604,yes,0
22,male,high_school,51678.0,0,rent,1501.0,debt_consolidation,5.91,4.0,655,no,0
35,male,high_school,111148.0,11,mortgage,21224.0,debt_consolidation,11.87,13.0,507,yes,0
28,male,associate,66941.0,5,rent,3500.0,debt_consolidation,9.5,5.0,567,no,0
34,female,master,109819.0,13,mortgage,17000.0,venture,13.25,7.0,679,no,0
27,male,bachelor,124828.0,3,mortgage,8926.0,personal,6.96,5.0,669,no,0
27,male,high_school,162994.25,1,mortgage,7000.0,medical,14.9,5.0,576,no,0
24,male,associate,26392.0,2,rent,5122.0,personal,10.81,4.0,703,no,0
27,female,bachelor,84934.0,6,mortgage,12000.0,venture,10.49,9.0,622,no,0
33,female,master,64328.0,11,own,2500.0,home_improvement,9.99,7.0,612,yes,0
38,female,high_school,61222.0,16,rent,5500.0,debt_consolidation,6.57,13.0,560,yes,0
22,male,associate,73070.0,0,rent,8000.0,education,14.35,3.0,613,no,0
25,male,master,93823.0,6,mortgage,6149.0,medical,6.01,5.0,582,yes,0
24,male,high_school,56274.0,5,own,10000.0,venture,12.0,3.0,668,yes,0
31,male,master,41862.0,6,rent,4000.0,personal,10.17,10.0,724,no,0
25,male,bachelor,52286.0,1,own,2000.0,education,9.0,3.0,603,yes,0
26,female,high_school,126877.0,3,rent,7200.0,venture,10.93,4.0,652,no,0
35,male,master,108980.0,10,mortgage,12000.0,education,7.25,9.0,653,no,0
30,female,master,91279.0,8,mortgage,15000.0,personal,7.81,10.0,575,no,0
26,female,master,61174.0,6,rent,10000.0,personal,7.02,3.0,630,yes,0
37,female,high_school,121010.0,15,rent,5000.0,education,9.1,9.0,599,yes,0
25,male,high_school,48988.0,0,rent,10786.0,venture,11.02,4.0,656,no,0
29,male,bachelor,30916.0,2,own,9100.0,medical,9.33,8.0,633,yes,0
29,male,associate,96513.0,2,mortgage,16488.0,education,8.42,10.0,581,yes,0
37,male,bachelor,43303.0,16,rent,2033.0,medical,7.0,13.0,670,yes,0
23,male,associate,54964.0,3,rent,8650.0,medical,14.27,3.0,716,yes,0
25,female,associate,81691.0,0,mortgage,1021.0,medical,9.22,5.0,614,no,0
34,male,high_school,127052.0,10,mortgage,10000.0,education,7.51,7.0,594,yes,0
24,male,high_school,12886.0,1,rent,1229.0,venture,7.32,4.0,661,yes,0
24,male,master,72682.0,2,mortgage,12982.0,medical,8.0,3.0,677,yes,0
24,male,bachelor,44241.0,1,mortgage,4781.0,venture,11.39,3.0,644,yes,0
23,male,master,44396.0,2,rent,8000.0,venture,11.27,3.0,594,yes,0
25,female,master,103152.0,3,rent,10000.0,medical,11.4,6.0,646,yes,0
23,female,bachelor,22618.0,0,rent,2400.0,medical,14.02,4.0,686,no,0
26,male,master,67015.0,3,mortgage,7000.0,venture,11.61,6.0,662,no,0
33,male,associate,85231.0,13,rent,10000.0,home_improvement,12.06,8.0,639,no,0
26,male,bachelor,51430.0,3,rent,11500.0,education,13.79,4.0,672,yes,0
24,female,master,85075.0,0,mortgage,22500.0,personal,11.48,3.0,649,no,0
25,female,master,162994.25,4,mortgage,20881.0,debt_consolidation,12.53,6.0,684,yes,0
28,female,associate,17963.0,8,rent,2000.0,venture,11.34,4.0,709,yes,0
29,female,bachelor,66901.0,8,rent,10000.0,venture,11.67,10.0,669,yes,0
37,female,high_school,54923.0,15,rent,2000.0,venture,11.49,12.0,601,no,0
26,female,high_school,78931.0,2,rent,4023.0,personal,6.7,2.0,635,yes,0
33,female,high_school,37228.0,11,mortgage,6500.0,debt_consolidation,11.95,8.0,618,no,0
25,male,high_school,91011.0,2,mortgage,7500.0,education,12.32,4.0,521,yes,0
31,female,associate,70715.0,9,mortgage,3000.0,medical,5.57,10.0,598,yes,0
28,male,associate,60921.0,4,rent,8490.0,venture,14.03,6.0,646,yes,0
24,male,associate,61155.0,0,rent,3000.0,education,11.06,3.0,599,yes,0
33,female,high_school,88444.0,9,rent,14000.0,personal,14.04,8.0,646,yes,0
31,female,bachelor,162994.25,8,mortgage,11245.0,venture,11.64,9.0,656,yes,0
27,male,high_school,83022.0,2,rent,3000.0,medical,8.57,7.0,498,yes,0
36,male,bachelor,49200.0,15,rent,11235.0,personal,14.41,11.0,537,yes,0
28,male,high_school,109138.0,5,rent,16000.0,education,12.6,10.0,657,no,0
37,male,master,162994.25,13,rent,2816.0,home_improvement,11.33,10.0,681,yes,0
24,female,associate,121116.0,4,mortgage,10000.0,education,16.4,4.0,676,yes,0
32,female,bachelor,99325.0,8,mortgage,14000.0,venture,9.21,9.0,561,yes,0
27,female,associate,63169.0,2,rent,7000.0,home_improvement,7.88,4.0,597,no,0
24,male,high_school,79394.0,1,mortgage,15000.0,education,10.93,4.0,597,yes,0
29,male,bachelor,57217.0,4,mortgage,11000.0,personal,12.16,7.0,677,yes,0
26,male,high_school,64398.0,4,rent,8500.0,debt_consolidation,8.58,5.0,644,no,0
30,female,bachelor,65825.0,10,mortgage,10000.0,venture,9.1,9.0,672,yes,0
24,female,bachelor,60686.0,3,rent,7000.0,education,9.33,3.0,596,yes,0
26,female,associate,102798.0,3,mortgage,15000.0,venture,7.66,4.0,621,yes,0
24,male,bachelor,33875.0,1,mortgage,1936.0,personal,10.56,4.0,646,no,0
22,female,master,45554.0,2,rent,5063.0,debt_consolidation,8.68,4.0,650,no,0
25,female,high_school,57311.0,2,mortgage,15000.0,medical,10.49,4.0,667,yes,0
24,male,associate,48777.0,0,rent,2000.0,personal,11.01,4.0,607,yes,0
31,female,bachelor,44028.0,7,rent,3060.0,education,6.36,5.0,656,yes,0
29,male,bachelor,120941.0,5,mortgage,10000.0,personal,6.11,8.0,672,no,0
22,female,high_school,90945.0,1,mortgage,8545.0,education,6.92,3.0,636,no,0
24,male,master,60990.0,1,rent,7000.0,education,7.55,5.0,680,yes,0
38,male,high_school,97155.0,15,rent,9500.0,education,7.99,11.0,611,yes,0
25,female,master,97634.0,2,mortgage,12000.0,debt_consolidation,5.8,4.0,624,yes,0
23,male,bachelor,42865.0,0,rent,10000.0,venture,9.68,3.0,588,no,0
28,male,bachelor,51429.0,5,rent,6407.0,medical,5.8,6.0,645,yes,0
28,male,bachelor,123051.0,4,rent,1790.0,medical,7.55,5.0,631,no,0
28,female,associate,45947.0,4,rent,1673.0,debt_consolidation,8.33,8.0,667,yes,0
24,male,bachelor,89762.0,0,mortgage,15000.0,personal,15.01,4.0,696,no,0
25,female,associate,73478.0,2,mortgage,3000.0,home_improvement,17.39,2.0,580,yes,0
28,male,high_school,124432.0,7,mortgage,10000.0,venture,8.5,10.0,645,yes,0
37,female,associate,162994.25,14,mortgage,7729.0,personal,11.88,13.0,627,yes,0
22,male,bachelor,110417.0,2,mortgage,8000.0,personal,6.92,4.0,678,yes,0
25,female,bachelor,67010.0,4,rent,4000.0,medical,12.05,4.0,663,yes,0
36,female,bachelor,60837.0,16,mortgage,5584.0,education,11.52,9.0,608,yes,0
31,male,associate,162994.25,8,mortgage,10000.0,personal,16.31,7.0,643,yes,0
25,male,associate,54373.0,2,rent,1500.0,medical,11.47,5.0,655,no,0
28,female,bachelor,152215.0,7,mortgage,5691.0,venture,8.08,9.0,672,yes,0
22,female,bachelor,60890.0,4,rent,10000.0,medical,6.17,3.0,632,no,0
23,female,high_school,103073.0,1,mortgage,12000.0,personal,11.06,3.0,593,no,0
25,female,bachelor,87596.0,5,mortgage,4208.0,venture,11.34,4.0,653,yes,0
34,male,associate,51221.0,12,rent,2000.0,home_improvement,10.73,9.0,648,yes,0
23,female,associate,99148.0,0,mortgage,10967.0,personal,10.77,3.0,663,yes,0
26,male,associate,105613.0,6,mortgage,12977.0,medical,7.4,3.0,547,yes,0
33,male,high_school,87097.0,12,mortgage,2931.0,home_improvement,10.35,12.0,642,yes,0
23,male,bachelor,102819.0,1,mortgage,7000.0,debt_consolidation,8.42,3.0,600,yes,0
27,male,bachelor,44307.0,6,rent,4000.0,medical,11.49,10.0,623,no,0
24,male,master,132735.0,2,mortgage,18000.0,medical,12.09,4.0,650,yes,0
26,female,bachelor,42713.0,2,rent,2996.0,venture,7.12,4.0,643,no,0
25,female,master,104847.0,3,mortgage,12182.0,debt_consolidation,7.31,3.0,644,no,0
38,male,bachelor,60961.0,15,mortgage,5000.0,debt_consolidation,11.38,13.0,651,no,0
25,female,high_school,151103.0,3,rent,3000.0,education,13.58,4.0,558,yes,0
28,male,associate,58236.0,9,rent,10000.0,medical,10.69,8.0,652,no,0
27,male,bachelor,64980.0,5,mortgage,4100.0,debt_consolidation,10.92,7.0,697,no,0
33,male,doctorate,108702.0,10,mortgage,20000.0,home_improvement,14.87,10.0,702,no,0
22,female,associate,86079.0,0,rent,1656.0,education,13.11,4.0,597,yes,0
32,male,associate,48948.0,11,mortgage,2200.0,education,11.01,8.0,679,yes,0
34,male,associate,84771.0,13,rent,10000.0,home_improvement,10.65,10.0,706,no,0
24,male,high_school,59155.0,0,mortgage,6000.0,medical,10.95,4.0,498,yes,0
22,female,bachelor,60923.0,0,mortgage,12800.0,education,6.98,3.0,623,yes,0
26,male,high_school,90905.0,3,mortgage,20000.0,medical,13.61,5.0,676,no,0
25,male,high_school,52460.0,1,rent,10000.0,education,8.33,3.0,498,yes,0
24,female,bachelor,133255.0,3,rent,3600.0,home_improvement,10.99,4.0,569,yes,0
29,male,associate,162994.25,6,mortgage,7000.0,education,13.1,6.0,617,yes,0
23,female,high_school,60737.0,1,mortgage,6000.0,personal,7.3,3.0,626,yes,0
24,male,high_school,67484.0,1,rent,6000.0,education,7.77,4.0,552,yes,0
23,male,high_school,61178.0,0,rent,7000.0,education,8.12,3.0,571,yes,0
25,male,associate,70636.0,5,mortgage,2200.0,debt_consolidation,7.61,4.0,654,yes,0
27,male,high_school,69925.0,3,mortgage,3455.0,venture,5.76,5.0,556,yes,0
25,male,master,29630.0,0,mortgage,1505.0,education,10.91,4.0,696,yes,0
31,male,high_school,162994.25,8,mortgage,13275.0,venture,6.62,6.0,630,yes,0
24,male,master,18044.0,0,rent,1813.0,venture,8.01,3.0,531,yes,0
28,female,bachelor,150992.0,5,mortgage,9975.0,venture,7.4,8.0,673,yes,0
30,male,associate,162994.25,8,mortgage,5869.0,debt_consolidation,10.46,8.0,618,yes,0
22,male,bachelor,26315.0,0,rent,4973.0,education,7.02,4.0,635,yes,0
25,female,bachelor,56107.0,2,rent,7000.0,education,8.89,3.0,627,yes,0
34,male,master,61412.0,13,rent,5400.0,personal,13.16,8.0,622,no,0
23,female,bachelor,40647.0,0,mortgage,16503.0,personal,8.88,5.0,648,no,0
33,male,high_school,34438.0,10,rent,4000.0,education,10.24,10.0,625,no,0
25,male,bachelor,72879.0,4,own,14000.0,venture,11.02,2.0,694,no,0
26,male,bachelor,63325.0,2,own,6000.0,venture,15.49,3.0,702,yes,0
25,male,associate,55210.0,0,rent,4800.0,education,13.15,4.0,596,yes,0
23,female,high_school,52861.0,0,rent,11365.0,home_improvement,11.24,3.0,576,yes,0
24,male,associate,97154.0,0,rent,6499.0,medical,7.52,4.0,644,yes,0
27,female,associate,72832.0,6,mortgage,5000.0,home_improvement,11.31,5.0,498,yes,0
23,female,bachelor,111360.0,2,mortgage,2279.0,education,12.49,3.0,684,yes,0
31,male,associate,79255.0,10,mortgage,7000.0,debt_consolidation,8.0,8.0,650,yes,0
29,male,bachelor,54031.0,4,mortgage,9264.0,debt_consolidation,8.36,6.0,655,yes,0
27,female,bachelor,53969.0,5,mortgage,5500.0,venture,13.5,10.0,630,no,0
33,female,bachelor,43902.0,7,mortgage,6268.0,debt_consolidation,11.89,6.0,660,yes,0
23,female,high_school,55005.0,0,rent,10000.0,education,10.99,3.0,658,no,0
35,female,bachelor,59084.0,9,rent,10000.0,education,13.64,13.0,619,yes,0
27,male,bachelor,81501.0,3,rent,5000.0,education,14.08,5.0,643,yes,0
31,male,bachelor,64468.0,9,rent,3500.0,debt_consolidation,10.53,12.0,686,yes,0
29,female,bachelor,160923.0,4,mortgage,8263.0,medical,12.08,5.0,575,yes,0
26,male,bachelor,49060.0,2,rent,12000.0,medical,7.53,2.0,553,yes,0
23,female,master,79116.0,1,mortgage,5500.0,debt_consolidation,7.88,3.0,560,yes,0
26,female,bachelor,60917.0,5,mortgage,21458.0,venture,10.15,7.0,666,yes,0
26,male,bachelor,151246.0,1,mortgage,19627.0,debt_consolidation,12.12,3.0,510,yes,0
30,female,bachelor,120729.0,7,own,22500.0,home_improvement,12.74,6.0,699,no,0
34,male,master,162994.25,13,mortgage,22500.0,medical,12.17,7.0,704,yes,0
24,female,master,106411.0,4,mortgage,22500.0,home_improvement,12.22,4.0,689,yes,0
27,female,high_school,78893.0,4,mortgage,6000.0,education,11.17,5.0,525,yes,0
28,female,bachelor,70366.0,5,rent,12557.0,venture,11.84,7.0,594,yes,0
26,female,associate,67104.0,5,rent,9043.0,home_improvement,11.01,2.0,606,yes,0
37,male,associate,99213.0,13,mortgage,10000.0,home_improvement,10.18,8.0,563,yes,0
31,male,bachelor,79311.0,7,mortgage,5588.0,personal,11.13,5.0,618,yes,0
26,male,bachelor,162994.25,4,mortgage,12000.0,medical,6.69,4.0,627,no,0
24,female,bachelor,100941.0,0,mortgage,22500.0,debt_consolidation,13.79,3.0,645,yes,0
23,male,bachelor,25832.0,1,rent,3146.0,medical,13.21,3.0,685,yes,0
32,male,associate,45869.0,9,rent,1148.0,debt_consolidation,9.39,10.0,668,yes,0
31,female,high_school,108598.0,5,rent,22500.0,personal,11.69,6.0,571,yes,0
26,female,bachelor,83725.0,4,rent,6550.0,medical,7.7,4.0,622,yes,0
23,female,associate,66711.0,4,mortgage,10000.0,education,10.99,4.0,655,yes,0
23,female,high_school,97293.0,2,rent,1358.0,education,8.96,3.0,640,yes,0
29,male,master,162994.25,6,rent,15000.0,home_improvement,10.22,7.0,684,no,0
30,male,associate,104216.0,4,mortgage,14000.0,personal,10.66,9.0,616,no,0
23,female,high_school,31792.0,2,own,3075.0,medical,11.41,4.0,643,yes,0
24,female,high_school,96932.0,3,mortgage,22500.0,education,10.27,4.0,624,no,0
23,male,bachelor,16845.0,0,rent,1559.0,medical,8.49,4.0,586,yes,0
35,male,associate,91603.0,11,mortgage,22000.0,home_improvement,10.95,9.0,528,yes,0
25,male,bachelor,89673.0,4,rent,16000.0,personal,10.41,3.0,673,yes,0
23,female,high_school,48828.0,0,rent,2000.0,debt_consolidation,9.59,2.0,600,yes,0
31,female,bachelor,124608.0,10,mortgage,22500.0,personal,9.05,8.0,637,yes,0
32,female,bachelor,162994.25,6,mortgage,6218.0,medical,8.84,12.0,711,yes,0
34,female,associate,79105.0,9,mortgage,5000.0,home_improvement,10.65,9.0,659,yes,0
27,female,master,31942.0,3,rent,1861.0,education,12.61,7.0,638,yes,0
25,male,associate,147478.0,0,rent,15000.0,home_improvement,11.54,4.0,626,yes,0
24,male,master,49115.0,1,mortgage,6000.0,medical,11.01,3.0,573,yes,0
29,male,associate,88685.0,9,mortgage,12000.0,education,8.87,6.0,631,yes,0
22,male,bachelor,46137.0,3,rent,7074.0,debt_consolidation,11.0,3.0,667,yes,0
29,male,bachelor,91038.0,8,rent,20000.0,medical,8.53,10.0,673,yes,0
30,female,bachelor,162994.25,8,mortgage,6000.0,education,10.94,8.0,615,yes,0
24,male,bachelor,114049.0,3,mortgage,10000.0,home_improvement,15.85,3.0,671,yes,0
24,female,associate,79141.0,1,rent,15000.0,venture,10.21,3.0,656,no,0
33,female,high_school,54321.0,10,rent,9240.0,medical,7.77,7.0,576,yes,0
32,male,associate,32450.0,9,rent,4000.0,debt_consolidation,8.78,11.0,660,no,0
29,male,associate,43189.0,7,rent,5500.0,personal,11.49,5.0,584,yes,0
24,male,high_school,106491.0,1,mortgage,14154.0,personal,10.38,3.0,640,yes,0
25,male,high_school,40262.0,0,rent,8000.0,education,13.07,4.0,582,yes,0
27,male,high_school,130488.0,3,mortgage,10000.0,debt_consolidation,8.73,5.0,675,no,0
26,female,high_school,66961.0,2,rent,8483.0,education,10.65,3.0,565,yes,0
23,female,associate,85130.0,4,mortgage,1618.0,medical,11.15,4.0,688,no,0
24,female,associate,84747.0,5,rent,8000.0,debt_consolidation,12.94,4.0,588,yes,0
26,female,bachelor,78906.0,4,rent,15000.0,medical,11.39,3.0,711,no,0
23,male,master,66481.0,0,rent,8000.0,home_improvement,11.01,2.0,667,no,0
37,male,high_school,75243.0,13,rent,2788.0,personal,7.35,12.0,616,no,0
38,female,associate,77587.0,16,mortgage,6228.0,education,7.69,11.0,685,no,0
25,male,associate,145115.0,4,mortgage,8454.0,debt_consolidation,6.17,5.0,695,yes,0
23,female,high_school,116390.0,0,mortgage,10000.0,personal,8.35,3.0,541,yes,0
26,male,bachelor,71507.0,4,mortgage,5000.0,medical,8.59,3.0,613,no,0
29,male,bachelor,45875.0,8,rent,3292.0,education,10.57,8.0,572,yes,0
31,male,master,46743.0,9,rent,6364.0,venture,6.35,7.0,649,no,0
23,female,bachelor,34676.0,1,rent,1513.0,medical,13.17,4.0,690,yes,0
26,male,bachelor,97071.0,3,mortgage,11000.0,home_improvement,12.48,5.0,638,yes,0
28,female,high_school,78570.0,6,mortgage,1454.0,personal,9.73,6.0,636,no,0
28,male,master,57293.0,8,rent,9000.0,venture,12.87,8.0,692,no,0
